href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1933,english532,female,"['connecticut,', 'usa']","english
(eng)",['none'],"['23,', 'female', '']",0.0,naturalistic,usa,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1934,english533,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['38,', 'female', '']",0.0,naturalistic,usa,38.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1951,english534,female,"['york,', 'usa']","english
(eng)",['none'],"['29,', 'female', '']",0.0,naturalistic,usa,29.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1955,english535,female,"['massachusetts,', 'usa']","english
(eng)",['none'],"['22,', 'female', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1956,english536,female,"['virginia,', 'usa']","english
(eng)","['hebrew', 'spanish', '']","['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1957,english537,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1958,english538,female,"['virginia,', 'usa']","english
(eng)","['french', 'american', 'sign', 'language', '']","['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1959,english539,female,"['california,', 'usa']","english
(eng)",['none'],"['19,', 'female', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1960,english540,female,"['virginia,', 'usa']","english
(eng)","['japanese', '']","['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1961,english541,female,"['florida,', 'usa']","english
(eng)",['none'],"['27,', 'female', '']",0.0,naturalistic,usa,27.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1962,english542,male,"['ontario,', 'canada']","english
(eng)","['french', '']","['60,', 'male', '']",0.0,naturalistic,usa,55.0,60.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1969,english543,female,"['columbia,', 'canada']","english
(eng)","['french', 'japanese', '']","['39,', 'female', '']",0.0,naturalistic,usa,36.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1970,english544,male,"['hampshire,', 'usa']","english
(eng)","['spanish', '']","['31,', 'male', '']",0.0,naturalistic,usa,31.0,31.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1995,english545,male,"['virginia,', 'usa']","english
(eng)",['none'],"['56,', 'male', '']",0.0,naturalistic,usa,56.0,56.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1996,english546,female,"['virginia,', 'usa']","english
(eng)",['none'],"['43,', 'female', '']",0.0,naturalistic,usa,43.0,43.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1997,english547,male,"['virginia,', 'usa']","english
(eng)",['none'],"['63,', 'male', '']",0.0,naturalistic,usa,63.0,63.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2012,english549,female,"['exminister,', 'uk']","english
(eng)","['french', 'arabic', '']","['19,', 'female', '']",0.0,naturalistic,usa,17.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2028,english550,male,"['virginia,', 'usa']","english
(eng)",['none'],"['82,', 'male', '']",0.0,naturalistic,usa,82.0,82.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2029,english551,female,"['virginia,', 'usa']","english
(eng)",['none'],"['81,', 'female', '']",0.0,naturalistic,usa,81.0,81.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2043,english552,female,"['maryland,', 'usa']","english
(eng)","['french', 'italian', '']","['23,', 'female', '']",0.0,naturalistic,usa,20.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2046,english553,male,"['tennessee,', 'usa']","english
(eng)","['spanish', '']","['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2047,english554,female,"['illinois,', 'usa']","english
(eng)","['spanish', '']","['22,', 'female', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2049,english555,male,"['york,', 'usa']","english
(eng)","['yiddish', 'spanish', '']","['90,', 'male', '']",0.0,naturalistic,usa,90.0,90.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2050,english556,female,"['york,', 'usa']","english
(eng)","['yiddish', '']","['84,', 'female', '']",0.0,naturalistic,usa,84.0,84.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2053,english557,female,"['arab', 'emirates']","english
(eng)","['tamil', 'hindi', 'arabic', '']","['25,', 'female', '']",2.0,naturalistic,usa,6.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2055,english558,male,"['york,', 'usa']","english
(eng)",['none'],"['23,', 'male', '']",0.0,naturalistic,usa,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2056,english559,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['19,', 'female', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2059,english560,female,"['connecticut,', 'usa']","english
(eng)","['spanish', '']","['22,', 'female', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2060,english561,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2061,english562,female,"['carolina,', 'usa']","english
(eng)","['german', 'french', '']","['30,', 'female', '']",0.0,naturalistic,usa,30.0,30.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2074,english563,male,"['virginia,', 'usa']","english
(eng)",['none'],"['32,', 'male', '']",0.0,naturalistic,usa,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2077,english564,male,"['wyoming,', 'usa']","english
(eng)",['none'],"['52,', 'male', '']",0.0,naturalistic,usa,52.0,52.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2080,english565,female,"['oregon,', 'usa']","english
(eng)","['german', '']","['27,', 'female', '']",0.0,naturalistic,usa,27.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2101,english567,male,"['york,', 'usa']","english
(eng)","['spanish', 'french', 'japanese', '']","['24,', 'male', '']",0.0,naturalistic,usa,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2103,english568,female,"['florida,', 'usa']","english
(eng)",['none'],"['86,', 'female', '']",0.0,naturalistic,usa,86.0,86.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2106,english570,female,"['ohio,', 'usa']","english
(eng)","['spanish', 'russian', '']","['42,', 'female', '']",0.0,naturalistic,usa,42.0,42.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2113,english571,male,"['dc,', 'usa']","english
(eng)","['korean', '']","['39,', 'male', '']",0.0,naturalistic,usa,39.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2121,english572,male,"['texas,', 'usa']","english
(eng)","['german', 'azerbaijani', 'french', '']","['51,', 'male', '']",0.0,naturalistic,usa,48.0,51.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2124,english573,male,"['ohio,', 'usa']","english
(eng)","['german', 'french', 'italian', 'spanish', 'mandarin', '']","['46,', 'male', '']",0.0,naturalistic,usa,46.0,46.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2165,english575,male,"['virginia,', 'usa']","english
(eng)","['japanese', '']","['24,', 'male', '']",0.0,naturalistic,usa,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2167,english576,female,"['dc,', 'usa']","english
(eng)","['french', 'italian', '']","['63,', 'female', '']",0.0,naturalistic,usa,63.0,63.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2170,english577,female,"['california,', 'usa']","english
(eng)",['none'],"['38,', 'female', '']",0.0,naturalistic,usa,38.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2171,english578,male,"['lancashire,', 'uk']","english
(eng)","['french', '']","['60,', 'male', '']",0.0,naturalistic,usa,60.0,60.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2185,english580,male,"['york,', 'usa']","english
(eng)","['japanese', '']","['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2197,english584,male,"['california,', 'usa']","english
(eng)",['none'],"['27,', 'male', '']",0.0,naturalistic,usa,27.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2207,english585,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['26,', 'female', '']",0.0,naturalistic,usa,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2221,english586,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2225,english587,female,"['pennsylvania,', 'usa']","english
(eng)","['spanish', '']","['27,', 'female', '']",0.0,naturalisstic,usa,27.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2361,english588,female,"['virginia,', 'usa']","english
(eng)","['urdu', 'french', '']","['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2374,english590,female,"['florida,', 'usa']","english
(eng)",['none'],"['19,', 'female', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2375,english591,female,"['colorado,', 'usa']","english
(eng)",['none'],"['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2376,english592,female,"['florida,', 'usa']","english
(eng)",['none'],"['29,', 'female', '']",0.0,naturalistic,usa,29.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2377,english593,female,"['massachusetts,', 'usa']","english
(eng)","['spanish', 'french', '']","['24,', 'female', '']",0.0,naturalistic,usa,24.0,24.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2378,english594,female,"['virginia,', 'usa']","english
(eng)","['french', 'german', 'mandarin', '']","['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2379,english595,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2380,english596,female,"['maryland,', 'usa']","english
(eng)","['spanish', 'french', '']","['22,', 'female', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2381,english597,male,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['26,', 'male', '']",0.0,naturalistic,usa,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2382,english598,male,"['dakota,', 'usa']","english
(eng)","['spanish', 'french', '']","['29,', 'male', '']",0.0,naturalistic,usa,29.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2383,english599,female,"['virginia,', 'usa']","english
(eng)","['urdu', 'punjabi', '']","['20,', 'female', '']",1.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2385,english600,female,"['oregon,', 'usa']","english
(eng)",['none'],"['32,', 'female', '']",0.0,naturalistic,usa,28.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2404,english601,male,"['virginia,', 'usa']","english
(eng)",['none'],"['49,', 'male', '']",0.0,naturalistic,usa,49.0,49.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2405,english602,female,"['york,', 'usa']","english
(eng)",['none'],"['41,', 'female', '']",0.0,naturalistic,usa,41.0,41.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2428,english603,male,"['california,', 'usa']","english
(eng)","['mandarin', 'taiwanese', '']","['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2606,english614,female,"['florida,', 'usa']","english
(eng)",['none'],"['93,', 'female', '']",0.0,naturalistic,usa,93.0,93.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2619,english616,male,"['indiana,', 'usa']","english
(eng)","['german', '']","['23,', 'male', '']",0.0,naturalistic,usa,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2674,english618,male,"['california,', 'usa']","english
(eng)","['swedish', 'spanish', 'french', 'hebrew', '']","['58,', 'male', '']",0.0,naturalistic,usa,36.0,58.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2724,english619,male,"['tennessee,', 'usa']","english
(eng)",['none'],"['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2735,english620,male,"['scotland,', 'uk']","english
(eng)",['none'],"['55,', 'male', '']",0.0,naturalistic,usa,55.0,55.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2793,english621,female,"['pennsylvania,', 'usa']","english
(eng)","['french', '']","['19,', 'female', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2799,english622,female,"['minnesota,', 'usa']","english
(eng)","['arabic', 'french', '']","['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2803,english623,male,"['indiana,', 'usa']","english
(eng)","['german', '']","['19,', 'male', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2804,english624,male,"['columbia,', 'usa']","english
(eng)",['none'],"['18,', 'male', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2805,english625,male,"['minnesota,', 'usa']","english
(eng)","['japanese', 'asl', 'japanese', 'sign', 'language', '']","['20,', 'male', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2806,english626,female,"['indiana,', 'usa']","english
(eng)","['german', 'arabic', '']","['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2855,english628,male,"['pennsylvania,', 'usa']","english
(eng)",['none'],"['55,', 'male', '']",0.0,naturalistic,usa,55.0,55.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2894,english629,female,"['virginia,', 'usa']","english
(eng)",['none'],"['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2895,english630,female,"['virginia,', 'usa']","english
(eng)","['french', '']","['21,', 'female', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2896,english631,female,"['virginia,', 'usa']","english
(eng)",['none'],"['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2897,english632,female,"['virginia,', 'usa']","english
(eng)",['none'],"['23,', 'female', '']",0.0,naturalistic,usa,23.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2898,english633,female,"['columbia,', 'usa']","english
(eng)",['none'],"['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2916,english634,male,"['virginia,', 'usa']","english
(eng)",['none'],"['61,', 'male', '']",0.0,naturalistic,usa,61.0,61.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2917,english635,female,"['virginia,', 'usa']","english
(eng)",['none'],"['19,', 'female', '']",0.0,naturalistic,usa,19.0,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2918,english636,female,"['dc,', 'usa']","english
(eng)",['none'],"['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2919,english637,female,"['tennessee,', 'usa']","english
(eng)",['none'],"['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2920,english638,male,"['york,', 'usa']","english
(eng)",['none'],"['27,', 'male', '']",0.0,naturalistic,usa,27.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2921,english639,male,"['kentucky,', 'usa']","english
(eng)",['none'],"['33,', 'male', '']",0.0,naturalistic,usa,33.0,33.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2922,english640,female,"['colorado,', 'usa']","english
(eng)",['none'],"['25,', 'female', '']",0.0,naturalistic,usa,25.0,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2923,english641,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2924,english642,female,"['virginia,', 'usa']","english
(eng)","['spanish', '']","['22,', 'female', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2925,english643,female,"['virginia,', 'usa']","english
(eng)",['none'],"['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2926,english644,female,"['york,', 'usa']","english
(eng)",['none'],"['20,', 'female', '']",0.0,naturalistic,usa,20.0,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2932,english645,male,"['california,', 'usa']","english
(eng)","['spanish', '']","['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2939,english646,male,"['pennsylvania,', 'usa']","english
(eng)",['none'],"['26,', 'male', '']",0.0,naturalistic,usa,26.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2962,english648,male,"['york,', 'usa']","english
(eng)","['french', 'japanese', 'italian', '']","['32,', 'male', '']",0.0,naturalistic,usa,32.0,32.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2967,english649,female,"['texas,', 'usa']","english
(eng)","['french', 'russian', '']","['18,', 'female', '']",0.0,naturalistic,usa,18.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2979,english650,male,"['arizona,', 'usa']","english
(eng)",['none'],"['75,', 'male', '']",0.0,naturalistic,usa,75.0,75.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3007,english651,female,"['New', 'York']","english
(eng)","['german', 'ancient', 'greek', 'latin', 'yiddish', '']","['87,', 'female', '']",0.0,naturalistic,usa,87.0,87.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3008,english652,male,"['york,', 'usa']","english
(eng)","['cantonese', '']","['21,', 'male', '']",0.0,naturalistic,usa,21.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3031,english654,female,"['minnesota,', 'usa']","english
(eng)","['german', 'swedish', '']","['54,', 'female', '']",0.0,naturalistic,usa,54.0,54.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3034,english656,male,"['texas,', 'usa']","english
(eng)","['spanish', '']","['40,', 'male', '']",0.0,naturalistic,usa,40.0,40.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3035,english657,male,"['virginia,', 'usa']","english
(eng)","['german', '']","['55,', 'male', '']",0.0,naturalistic,usa,47.0,55.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3036,english658,male,"['michigan,', 'usa']","english
(eng)","['german', '']","['22,', 'male', '']",0.0,naturalistic,usa,22.0,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=3038,english660,female,"['georgia,', 'usa']","english
(eng)",['none'],"['65,', 'female', '']",0.0,naturalistic,usa,65.0,65.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=770,dutch5,female,"['rotterdam,', 'netherlands']","dutch
(nld)","['french', 'german', 'spanish', 'portuguese', 'italian', '']","['54,', 'female', '']",13.0,academic,usa,11.0,54.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=847,dutch6,female,"['brussels,', 'belgium']","dutch
(nld)","['french', 'german', '']","['46,', 'female', '']",10.0,academic,usa,25.0,46.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=895,dutch7,male,"['amsterdam,', 'netherlands']","dutch
(nld)","['german', 'french', '']","['68,', 'male', '']",10.0,academic,usa,4.0,68.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=896,dutch8,female,"['ryn,', 'netherlands']","dutch
(nld)","['spanish', 'german', 'french', '']","['35,', 'female', '']",12.0,academic,usa,0.1,35.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=897,dutch9,female,"['almelo,', 'netherlands']","dutch
(nld)","['german', 'french', '']","['68,', 'female', '']",12.0,academic,usa,3.0,68.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=929,dutch11,male,"['brugge,', 'belgium']","dutch
(nld)","['french', 'german', 'italian', 'czech', '']","['41,', 'male', '']",14.0,academic,usa,5.0,41.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=956,dutch12,male,"['oosterbeek,', 'netherlands']","dutch
(nld)","['german', 'french', '']","['36,', 'male', '']",10.0,academic,usa,0.5,36.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1003,dutch13,female,"['zwolle,', 'netherlands']","dutch
(nld)","['german', 'spanish', 'chinese', '']","['33,', 'female', '']",10.0,academic,usa,0.5,33.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1264,dutch20,female,"['vlaams-brabant,', 'belgium']","dutch
(nld)","['french', 'german', '']","['21,', 'female', '']",13.0,academic,usa,0.75,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1274,dutch27,female,"['antwerp,', 'belgium']","dutch
(nld)","['french', 'german', '']","['21,', 'female', '']",13.0,academic,usa,1.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1517,dutch41,male,"['deventer,', 'netherlands']","dutch
(nld)","['french', 'german', '']","['41,', 'male', '']",13.0,academic,usa,3.0,41.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1551,dutch42,male,"['schiedam,', 'netherlands']","dutch
(nld)","['french', 'german', '']","['36,', 'male', '']",8.0,academic,usa,13.5,36.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1705,dutch43,male,"['rotterdam,', 'netherlands']","dutch
(nld)","['french', 'german', '']","['21,', 'male', '']",11.0,academic,usa,0.5,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2115,dutch47,female,"['gouda,', 'netherlands']","dutch
(nld)","['german', 'french', 'italian', 'spanish', '']","['37,', 'female', '']",11.0,academic,usa,2.5,37.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2248,dutch48,male,"['zwolle,', 'netherlands']","dutch
(nld)","['german', 'french', '']","['50,', 'male', '']",12.0,academic,usa,6.0,50.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2249,dutch49,female,"['velsen,', 'netherlands']","dutch
(nld)","['german', 'french', '']","['42,', 'female', '']",12.0,academic,usa,6.0,42.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2776,dutch51,male,"['deventer,', 'netherlands']","dutch
(nld)","['german', 'french', '']","['49,', 'male', '']",13.0,academic,usa,10.0,49.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2819,dutch52,female,"['amsterdam,', 'netherlands']","dutch
(nld)","['french', 'german', 'arabic', '']","['20,', 'female', '']",10.0,academic,usa,1.5,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2982,dutch53,female,"['delft,', 'netherlands']","dutch
(nld)","['german', 'french', 'spanish', '']","['58,', 'female', '']",10.0,academic,usa,35.0,58.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2989,dutch54,female,"['ghent,', 'belgium']","dutch
(dut)",['none'],"['28,', 'female', '']",14.0,academic,usa,0.2,28.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=179,french1,female,"[""d'onay,"", 'france']","french
(fra)","['spanish', '']","['20,', 'female', '']",12.0,academic,usa,0.4,20.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=180,french2,male,"['tunis,', 'tunisia']","french
(fra)","['arabic', '']","['19,', 'male', '']",14.0,academic,usa,0.5,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=181,french3,female,"['nice,', 'france']","french
(fra)","['german', '']","['22,', 'female', '']",11.0,academic,usa,0.2,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=182,french4,female,"['ivory', 'coast']","french
(fra)","['appolo', 'baoule', '']","['31,', 'female', '']",14.0,academic,usa,9.0,31.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=183,french5,female,"['douala,', 'cameroon']","french
(fra)","['pidgin', 'banganthe', '']","['36,', 'female', '']",11.0,academic,usa,4.0,36.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=184,french6,female,"['booue,', 'gabon']","french
(fra)",['none'],"['26,', 'female', '']",13.0,academic,usa,1.0,26.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=514,french11,male,"['limoges,', 'france']","french
(fra)","['spanish', '']","['31,', 'male', '']",11.0,academic,usa,8.0,31.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=629,french14,female,"['paris,', 'france']","french
(fra)","['german', '']","['23,', 'female', '']",14.0,academic,usa,1.0,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=683,french17,male,"['fribourg,', 'switzerland']","french
(fra)","['german', '']","['39,', 'male', '']",14.0,academic,usa,5.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=755,french19,male,"['grenoble,', 'france']","french
(fra)","['german', 'spanish', '']","['39,', 'male', '']",12.0,academic,usa,12.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=822,french22,female,"['ghent,', 'belgium']","french
(fra)","['german', 'dutch', 'arabic', '']","['78,', 'female', '']",16.0,academic,usa,18.0,78.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=917,french26,female,"['quebec,', 'canada']","french
(fra)","['spanish', '']","['27,', 'female', '']",11.0,naturalistic,usa,4.0,27.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=932,french27,female,"['algiers,', 'algeria']","french
(fra)","['arabic', 'haitian', 'creole', 'french', '']","['38,', 'female', '']",12.0,academic,usa,8.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=957,french28,female,"['port-au-prince,', 'haiti']","french
(fra)","['haitian', 'creole', 'french', '']","['35,', 'female', '']",11.0,naturalistic,usa,10.0,35.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1021,french29,female,"['cannes,', 'france']","french
(fra)","['italian', 'spanish', 'arabic', '']","['54,', 'female', '']",10.0,academic,usa,26.0,54.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1023,french30,male,"['of', 'congo']","french
(fra)","['dutch', '']","['37,', 'male', '']",12.0,academic,usa,12.0,37.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1062,french31,male,"['paris,', 'france']","french
(fra)","['ewe', 'cotocoli', 'kabye', 'mina', 'losso', '']","['28,', 'male', '']",15.0,academic,usa,7.0,28.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1127,french33,male,"['quebec,', 'canada']","french
(fra)","['german', 'korean', '']","['62,', 'male', '']",10.0,academic,usa,62.0,62.0
