href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=524,french12,female,"['quebec,', 'canada']","french
(fra)","['spanish', '']","['19,', 'female', '']",9.0,academic,australia,0.2,19.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1535,french43,male,"['paris,', 'france']","french
(fra)","['italian', 'spanish', '']","['22,', 'male', '']",11.0,academic,scotland,0.2,22.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1729,french49,male,"['paris,', 'france']","french
(fra)",['none'],"['39,', 'male', '']",12.0,academic,new zealand,1.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1729,french49,male,"['paris,', 'france']","french
(fra)",['none'],"['39,', 'male', '']",12.0,academic,new zealand,1.0,39.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=652,german13,female,"['eschen,', 'liechtenstein']","german
(deu)","['french', 'spanish', 'italian', '']","['54,', 'female', '']",13.0,academic,australia,19.0,54.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=652,german13,female,"['eschen,', 'liechtenstein']","german
(deu)","['french', 'spanish', 'italian', '']","['54,', 'female', '']",13.0,academic,south,19.0,54.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=652,german13,female,"['eschen,', 'liechtenstein']","german
(deu)","['french', 'spanish', 'italian', '']","['54,', 'female', '']",13.0,academic,africa,19.0,54.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=893,german18,male,"['aussee,', 'austria']","german
(deu)","['spanish', 'russian', '']","['29,', 'male', '']",6.0,academic,australia,7.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1494,german27,male,"['bielefeld,', 'germany']","german
(deu)","['polish', 'spanish', 'french', '']","['23,', 'male', '']",10.0,academic,ireland,0.6,23.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2779,german40,female,"['leipzig,', 'germany']","german
(deu)","['french', 'russian', '']","['25,', 'female', '']",8.0,academic,ireland,0.4,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1124,italian21,male,"['trento,', 'italy']","italian
(ita)","['french', '']","['42,', 'male', '']",20.0,academic,australia,12.0,42.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2517,korean84,male,"['south', 'korea']","korean
(kor)",['none'],"['21,', 'male', '']",16.0,academic,new zealand,4.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2517,korean84,male,"['south', 'korea']","korean
(kor)",['none'],"['21,', 'male', '']",16.0,academic,new zealand,4.0,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2519,korean86,female,"['south', 'korea']","korean
(kor)","['mandarin', '']","['21,', 'female', '']",6.0,academic,singapore,2.5,21.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=632,portuguese16,male,"['alegre,', 'brazil']","portuguese
(por)","['spanish', 'french', 'italian', 'catalan', '']","['25,', 'male', '']",15.0,academic,scotland,2.5,25.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=938,portuguese23,female,"['curitiba,', 'brazil']","portuguese
(por)",['none'],"['29,', 'female', '']",10.0,academic,south,1.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=938,portuguese23,female,"['curitiba,', 'brazil']","portuguese
(por)",['none'],"['29,', 'female', '']",10.0,academic,africa,1.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1305,portuguese32,male,"['redonda,', 'brazil']","portuguese
(por)","['spanish', 'italian', '']","['29,', 'male', '']",12.0,naturalistic,australia,5.0,29.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1316,portuguese33,male,"['brasilia,', 'brazil']","portuguese
(por)","['spanish', 'french', '']","['38,', 'male', '']",28.0,academic,australia,1.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1316,portuguese33,male,"['brasilia,', 'brazil']","portuguese
(por)","['spanish', 'french', '']","['38,', 'male', '']",28.0,academic,new zealand,1.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1316,portuguese33,male,"['brasilia,', 'brazil']","portuguese
(por)","['spanish', 'french', '']","['38,', 'male', '']",28.0,academic,new zealand,1.0,38.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1376,portuguese34,male,"['alegre,', 'brazil']","portuguese
(por)","['spanish', '']","['18,', 'male', '']",14.0,naturalistic,new zealand,1.0,18.0
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1376,portuguese34,male,"['alegre,', 'brazil']","portuguese
(por)","['spanish', '']","['18,', 'male', '']",14.0,naturalistic,new zealand,1.0,18.0
